"FDID","Fire dept name","HQ addr1","HQ addr2","HQ city","HQ state","HQ zip","Mail addr1","Mail addr2","Mail PO box","Mail city","Mail state","Mail zip","HQ phone","HQ fax","County","Dept Type","Organization Type","Website","Number Of Stations","Active Firefighters - Career","Active Firefighters - Volunteer","Active Firefighters - Paid per Call","Non-Firefighting - Civilian","Non-Firefighting - Volunteer","Primary agency for emergency mgmt"
"15410","California Correctional Institute","Hwy 202","PO Box 1031","Tehachapi","CA","93561","Hwy 202","PO Box 1031",,"Tehachapi","CA","93561","661-822-4402","661-823-5021","Kern","Mostly volunteer","State government (includes state forest fire agencies and state institution fire departments)",,"1","6","8","0","0","0",
"47557","California Department of Forestry","118 Fortuna BLVD",,"Fortuna","CA","95540","118 Fortuna BLVD",,,"Fortuna","CA","95540","707-725-4413","707-726-1240","Humboldt","Career","State government (includes state forest fire agencies and state institution fire departments)","https://www.fire.ca.gov","16","200","0","0","25","25",
"37555","California Department of Forestry and Fire Protection","2249 Jamacha  RD",,"El Cajon","CA","92019-4301","2249 Jamacha  RD",,,"El Cajon","CA","92019-4301","619-590-3100","619-590-3106","San Diego","Career","State government (includes state forest fire agencies and state institution fire departments)",,"25","300","0","0","12","0",
"23555","California Department of Forestry and Fire Protection","17501 N Highway 101 HWY",,"Willits","CA","95490","17501 N Highway 101 HWY",,,"Willits","CA","95490","707-459-7414","707-459-3041","Mendocino","Career","State government (includes state forest fire agencies and state institution fire departments)",,"10","100","0","0","15","0",
"27555","California Forestry","2221 Garden RD",,"Monterey","CA","93940","2221 Garden RD",,,"Monterey","CA","93940","831-333-2600","831-333-2660","Monterey","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"15","132","80","80","10","0",
"36415","California Institution For Women Fire Department","16756 Chino-Corona RD",,"Corona","CA","92880","16756 Chino-Corona RD",,,"Eastvale","CA","92880-9508","909-597-1771","909-606-4943","Riverside","Mostly volunteer","State government (includes state forest fire agencies and state institution fire departments)",,"1","5","0","6","0","0",
"48410","California Medical Facility / CSP Solano Fire Department","1600 California DR","MS Fire Department","Vacaville","CA","95696",,,"PO Box 2000","Vacaville","CA","95696-2000","707-453-7080","707-469-6004","Solano","Mostly volunteer","State government (includes state forest fire agencies and state institution fire departments)","https://www.cdcr.ca.gov/","1","6","0","8","3","0","No"
"25018","California Pines Volunteer Fire Department","376 County Road 71",,"Alturas","CA","96101","376 County Road 71",,,"Alturas","CA","96101-7812","530-233-1151","530-233-2766","Modoc","Career","State government (includes state forest fire agencies and state institution fire departments)",,"2","11","0","0","2","0","Yes"
"33410","California Rehabilitation Center","5th ST & Western","PO Box 1841","Norco","CA","92860",,,"PO Box 1841","Norco","CA","92860-0991","951-273-2915","951-273-2304","Riverside","Mostly volunteer","State government (includes state forest fire agencies and state institution fire departments)",,"1","5","0","9","1","0","No"
"19495","California State Prison-Los Angeles County -Fire Department","44750 60TH ST W",,"Lancaster","CA","93536-7619","44750 60TH ST W",,,"Lancaster","CA","93536-7619","661-729-2000","661-729-6903","Los Angeles","Career","State government (includes state forest fire agencies and state institution fire departments)",,"1","2","0","0","1","0","No"
"33016","Calimesa Fire Service","906 Park AVE",,"Calimesa","CA","92320-1148",,,"PO Box 998","Banning","CA","92220-0007","909-795-1010",,"Riverside","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","2","0","20","0","0",
"13015","Calipatria Fire Department","125 N Park AVE",,"Calipatria","CA","92233-9727","125 N Park AVE",,,"Calipatria","CA","92233-9727","760-348-4144","760-348-4147","Imperial","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","2","0","14","0","0","Yes"
"28005","Calistoga Fire Department","1113 Washington ST",,"Calistoga","CA","94515","1232 Washington ST",,,"Calistoga","CA","94515-1440","707-942-2822","707-942-4863","Napa","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ci.calistoga.ca.us/Index.aspx?page=83","1","4","1","12","0","0","Yes"
,"Calpine Volunteer Fire Department","129 Canty RD","PO Box 141","Calpine","CA","96124","129 Canty RD",,"PO Box 141","Calpine","CA","96124","530-994-3941",,"Sierra","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","10","0","0","0",
"40020","Cambria Fire Department","2850 Burton DR",,"Cambria","CA","93428",,,"PO Box 65","Cambria","CA","93428-0065","805-927-6240","805-927-6242","San Luis Obispo","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.cambriacsd.org/cm/Home.html","1","7","0","18","0","0","Yes"
"09050","Cameron Park Fire Department","3200 Country Club DR",,"Cameron Park","CA","95682","3200 Country Club DR",,,"Cameron Park","CA","95682-8631","530-677-6190","530-672-2248","El Dorado","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.cameronpark.org/","2","21","20","0","3","1","Yes"
"49030","Camp Meeker Volunteeer Fire Company, Fire Division","5240 Bohemian HWY","PO Box 511","Camp Meeker","CA","95419-0511","5240 Bohemian HWY",,"PO Box 511","Camp Meeker","CA","95419-0511","707-874-3660","707-874-3660","Sonoma","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.campmeeker.org","1","0","18","0","0","0",
"A2001","Camp Parks Fire and Emergency Services","520 Mitchell DR",,"Dublin","CA","94568","520 Mitchell DR",,,"Dublin","CA","94568","925-897-4902","925-875-4904","Alameda","Career","Federal government (Department of Defense fire department)",,"1","19","0","0","0","0","Yes"
"37820","Camp Pendleton Fire Department","PO Box 555211",,"Camp Pendleton","CA","92055-5211",,,"PO Box 555211","Camp Pendleton","CA","92055-5211","760-763-2721",,"San Diego","Career","Federal government (Department of Defense fire department)",,"11","146","0","0","28","0",
"40790","Camp Roberts Fire Department","4050 SW Arizona BLVD",,"San Miguel","CA","93451","4050 SW Arizona BLVD",,,"San Miguel","CA","93451","805-238-8406",,"San Luis Obispo","Career","State government (includes state forest fire agencies and state institution fire departments)",,"1","15","0","0","0","0","Yes"
"37024","Campo Reservation Fire Protection District","36210 Church RD",,"Campo","CA","91906-2713","36210 Church RD",,,"Campo","CA","91906-2713","619-478-9046","619-478-2867","San Diego","Career","Tribal government (includes Native American and Alaska Native tribal fire departments)","https://www.crfpd.info/","1","11","0","0","1","0","Yes"
"58002","Camptonville Fire Department","PO Box 37",,"Camptonville","CA","95922-0037",,,"PO Box 37","Camptonville","CA","95922-0037","530-288-0207",,"Yuba","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"2","0","20","0","0","2","No"
"25020","Canby Volunteer Fire Department","Main ST","PO Box 313","Canby","CA","96015-0313",,,"PO Box 313","Canby","CA","96015-0313","530-233-9233",,"Modoc","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","18","0","0","1",
"33017","Canyon Lake Fire Service","28730 Vacation DR",,"Canyon Lake","CA","92587","28730 Vacation DR",,,"Canyon Lake","CA","92587","951-244-5804","951-244-0953","Riverside","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","6","10","13","0","8",
"52015","Capay Fire Protection District","50 4TH AVE",,"Orland","CA","95963-9512","50 4TH AVE",,,"Orland","CA","95963-9512","530-865-1363",,"Glenn","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","22","0","0","0","No"
"57010","Capay Valley Fire Protection District","7447 State HWY 16",,"Guinda","CA","95637",,,"PO Box 6","Brooks","CA","95606-0006","530-796-3300",,"Yolo","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"3","0","0","19","1","0",
"12035","Carlotta Volunteer Fire Department","7950 State Highway 36",,"Carlotta","CA","95528",,,"PO Box 33","Carlotta","CA","95528-0033","707-768-1714",,"Humboldt","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"2","0","15","0","0","0","Yes"
"37025","Carlsbad Fire Department","2560 Orion WAY",,"Carlsbad","CA","92010-7240","2560 Orion WAY",,,"Carlsbad","CA","92010-7240","760-931-2141","760-929-0256","San Diego","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://cityadmin.carlsbadca.gov/services/depts/fire/contact.asp","6","81","0","0","19","0","Yes"
"27010","Carmel Highlands Fire Protection District","2221 Garden RD",,"Monterey","CA","93940-5317","2221 Garden RD",,,"Monterey","CA","93940-5317","831-333-4600","831-333-2660","Monterey","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.carmelhighlandsfire.org","1","7","0","0","0","0","Yes"
"27020","Carmel Valley Fire Protection District","8455 Carmel Valley  RD",,"Carmel","CA","93923","8455 Carmel Valley  RD",,,"Carmel","CA","93923","831-624-5907","831-625-2941","Monterey","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.carmelvalleyfire.com","3","20","60","0","5","0",
"42005","Carpinteria-Summerland Fire Protection District","1140 Eugenia Place STE A",,"Carpinteria","CA","93013-2084","1140 Eugenia Place STE A",,,"Carpinteria","CA","93013-2084","805-684-4591","805-684-8242","Santa Barbara","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","www.carpfire.com/","2","27","0","0","6","0","Yes"
"45905","Cassel Volunteer Fire Department (Shasta County Fire)","PO Box 177",,"Cassel","CA","96016",,"PO Box 177",,"Cassel","CA","96016","530-335-3074","530-335-5882","Shasta","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","9","0","0","0",
"45025","Castella Fire Protection District","29382 Main ST",,"Castella","CA","96017",,,"PO Box 130","Castella","CA","96017-0130","530-235-4581","530-235-0456","Shasta","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"2","0","25","0","1","0","Yes"
"33018","Cathedral City Fire Department","32100 Desert Vista RD",,"Cathedral City","CA","92234-4225","32100 Desert Vista RD",,,"Cathedral City","CA","92234-4225","760-770-8200","760-328-3902","Riverside","Career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"3","43","0","0","3","0","Yes"
"40025","Cayucos Fire Protection District","201 Cayucos DR",,"Cayucos","CA","93430","635 N Santa Rosa St",,,"San Luis Obispo","CA","93405-7815","805-995-3372","805-995-0953","San Luis Obispo","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","3","0","14","1","0","No"
"49035","Cazadero Volunteer Fire Department","5985 Cazadero Highway",,"Cazadero","CA","95421-0508","5985 Cazadero Highway",,"PO Box 508","Cazadero","CA","95421-0508","707-632-5390",,"Sonoma","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"2","0","20","0","0","0",
,"CDF Fire- Julian Battalion","1587 HWY 78",,"Julian","CA","92036","1587 HWY 78",,,"Julian","CA","92036","760-765-0051","760-765-0559","San Diego","Mostly volunteer","State government (includes state forest fire agencies and state institution fire departments)","https://www.fire.ca.gov/","2","9","0","12","1","0",
"12555","CDF Humboldt / Del Norte Unit","118 Fortuna BLVD",,"Fortuna","CA","95540","118 Fortuna BLVD",,,"Fortuna","CA","95540","707-725-4413","707-726-1240","Humboldt","Career","State government (includes state forest fire agencies and state institution fire departments)","https://www.fire.ca.gov","16","205","0","0","12","0",
"43907","CDF Santa Clara","15670 Monterey ST",,"Morgan Hill","CA","95037-5431","15670 Monterey ST",,,"Morgan Hill","CA","95037-5431","408-779-2121","408-779-1679","Santa Clara","Career","State government (includes state forest fire agencies and state institution fire departments)",,"12","55","0","0","0","2",
"52555","CDF-Tehama/Glenn Unit","604 Antelope BLVD",,"Red Bluff","CA","96080","604 Antelope BLVD",,,"Red Bluff","CA","96080","530-528-5199","530-529-8538","Tehama","Career","State government (includes state forest fire agencies and state institution fire departments)",,"8","100","0","0","11","99",
"25025","Cedarville Fire Protection District","461 Main ST","PO Box 39","Cedarville","CA","96104-0039","461 Main ST",,"PO Box 39","Cedarville","CA","96104-0039","530-279-2354",,"Modoc","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","16","0","0","0",
"45910","Centerville Volunteer Fire Company","8930 Placer RD",,"Redding","CA","96001-9719","8930 Placer RD",,,"Redding","CA","96001-9719","530-246-1168","530-246-1168","Shasta","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","22","0","0","3",
"05060","Central Calaveras Fire & Rescue Protection District","19927 Jesus Maria RD",,"Mokelumne Hill","CA","95245","19927 Jesus Maria RD",,,"Mokelumne Hill","CA","95245-9560","209-754-4330",,"Calaveras","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.centralcalaverasfire.org","5","4","15","18","1","2","No"
"20415","Central California Women's Facility Valley State Prison for Women Fire Department","23370 Road 22",,"Chowchilla","CA","93610",,,"PO Box 1501","Chowchilla","CA","93610-1501","559-665-5531","559-665-8107","Madera","Career","State government (includes state forest fire agencies and state institution fire departments)",,"1","16","0","0","1","0","No"
