,Unnamed: 0,FDID,Fire dept name,HQ addr1,HQ addr2,HQ city,HQ state,HQ zip,Mail addr1,Mail addr2,Mail PO box,Mail city,Mail state,Mail zip,HQ phone,HQ fax,County,Dept Type,Organization Type,Website,Number Of Stations,Active Firefighters - Career,Active Firefighters - Volunteer,Active Firefighters - Paid per Call,Non-Firefighting - Civilian,Non-Firefighting - Volunteer,Primary agency for emergency mgmt,Full_Address,Coordinates_Firestation,Latitude,Longitude
72,72,26010,Bridgeport Fire Protection District,309 Main ST,,Bridgeport,CA,93517,,,PO Box 375,Bridgeport,CA,93517-0375,760-203-5929,,Mono,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://bfpd.specialdistrict.org/,2,0,18,0,1,0,Yes,"309 Main ST, Bridgeport, CA","(38.25548, -119.229047)",38.25548,-119.229047
73,73,12195,Bridgeville Volunteer Fire Department,38717 Kneeland RD,,Bridgeville,CA,95526,,,PO Box 51,Bridgeville,CA,95526-0051,707-777-3424,,Humboldt,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,9,0,0,1,Yes,"38717 Kneeland RD, Bridgeville, CA","(40.471137, -123.797555)",40.471137,-123.797555
74,74,23011,Brooktrails Township Fire Department,24860 Birch ST,,Willits,CA,95490-9475,24860 Birch ST,,,Willits,CA,95490-9475,707-459-4441,707-459-1517,Mendocino,Mostly volunteer,Other,https://www.btcsd.org/,2,2,0,20,0,2,Yes,"24860 Birch ST, Willits, CA","(39.437495, -123.384895)",39.437495,-123.384895
75,75,32080,Bucks Lake Fire Department,16891 Bucks Lake RD,,Quincy,CA,95971,,,PO Box 119,Meadow Valley,CA,95956-0119,530-283-2947,530-283-2947,Plumas,Volunteer,Contract fire department,https://buckslakefire.com/,1,0,10,0,0,2,,"16891 Bucks Lake RD, Quincy, CA","(39.866852, -121.183324)",39.866852,-121.183324
76,76,50045,Burbank Paradise Fire District,1313 Beverly DR,,Modesto,CA,95351-2313,1313 Beverly DR,,,Modesto,CA,95351-2313,209-523-1129,209-523-0283,Stanislaus,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://bpfire.com/,1,3,40,0,4,5,Yes,"1313 Beverly DR, Modesto, CA","(37.621817, -121.027172)",37.621817,-121.027172
77,77,45020,Burney Fire Protection District,37072 Main ST,,Burney,CA,96013,37072 Main ST,,,Burney,CA,96013-4126,530-335-2212,530-335-2235,Shasta,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.burneyfire.org/,2,2,0,18,8,4,Yes,"37072 Main ST, Burney, CA","(40.88228, -121.667512)",40.88228,-121.667512
78,78,04035,Butte County Fire Department,176 Nelson AVE,,Oroville,CA,95965-3425,176 Nelson AVE,,,Oroville,CA,95965-3425,530-538-7111,530-538-7401,Butte,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.buttecounty.net/fire/Home.aspx,38,259,0,151,16,5,Yes,"176 Nelson AVE, Oroville, CA","(39.524588, -121.569248)",39.524588,-121.569248
79,79,,Butte Creek Canyon Volunteer Fire Company 26,1726 Honeyrun RD,PO Box 3171,Chico,CA,95928,1726 Honeyrun RD,,PO Box 3171,Chico,CA,95928,530-898-1726,,Butte,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,2,0,8,0,0,0,,"1726 Honeyrun RD, Chico, CA","(33.69684, -117.21449)",33.69684,-117.21449
80,80,47045,Butte Valley Fire Protection District,12320 Old State HWY,PO Box 103,Macdoel,CA,96058,,,PO Box 103,Macdoel,CA,96058-0103,530-398-4332,,Siskiyou,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.buttevalleyfire.org/,1,1,12,0,0,7,Yes,"12320 Old State HWY, Macdoel, CA","(41.827535, -122.004874)",41.827535,-122.004874
81,81,07115,C & H Sugar Company Fire Department,830 Loring AVE,,Crockett,CA,94525,830 Loring AVE,,,Crockett,CA,94525,510-787-4417,510-787-2158,Contra Costa,Mostly volunteer,Private or industrial fire brigade,,1,1,0,57,0,0,,"830 Loring AVE, Crockett, CA","(38.056201, -122.218733)",38.056201,-122.218733
82,82,32008,C Road Volunteer Fire Department,C road & Road 9,,Blairsden,CA,96103-0344,,,PO Box 33,Portola,CA,96122-0033,530-836-0288,,Plumas,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,8,0,0,0,,"C road & Road 9, Blairsden, CA","(-34.0408654, 18.3702547)",-34.0408654,18.3702547
83,83,00555,CA Department of Forestry and Fire Protection- HQ,1416 Ninth ST,,Sacramento,CA,95814,,,PO Box 2460,Sacramento,CA,94244-2460,916-653-7772,916-653-8961,Sacramento,Career,State government (includes state forest fire agencies and state institution fire departments),https://www.fire.ca.gov,268,3800,0,0,1400,600,,"1416 Ninth ST, Sacramento, CA","(38.575584, -121.497546)",38.575584,-121.497546
84,84,,CA Office of Emergency Services North County Rescue,127 1/2 W 66TH ST,,Los Angeles,CA,90003-1810,127 1/2 W 66TH ST,,,Los Angeles,CA,90003-1810,213-392-1136,,Los Angeles,Mostly career,Private or industrial fire brigade,,2,43,5,0,3,5,No,"127 1/2 W 66TH ST, Los Angeles, CA","(33.97973, -118.27506)",33.97973,-118.27506
85,85,33021,Cabazon Tribal Fire Department,84245 Indio Springs  PKWY,,Indio,CA,92203,84245 Indio Springs  PKWY,,,Indio,CA,92203,760-342-1251,760-342-1406,Riverside,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,8,0,0,0,0,,"84245 Indio Springs  PKWY, Indio, CA","(33.715803, -116.182605)",33.715803,-116.182605
86,86,27905,Cachagua Fire Protection District,37200 Nason RD,PO Box 2090,Carmel Valley,CA,93924-2090,,,PO Box 2090,Carmel Valley,CA,93924-2090,831-659-7700,831-659-7700,Monterey,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cachaguafire.com,2,0,4,12,0,4,Yes,"37200 Nason RD, Carmel Valley, CA","(36.399939, -121.660632)",36.399939,-121.660632
87,87,33555,Cal Fire - Riverside County Fire Department,210 W San Jacinto AVE,,Perris,CA,92570,210 W San Jacinto AVE,,,Perris,CA,92570,951-940-6900,951-940-6373,Riverside,Mostly career,State government (includes state forest fire agencies and state institution fire departments),https://www.rvcfire.org/,91,1200,300,0,250,250,,"210 W San Jacinto AVE, Perris, CA","(33.787045, -117.230933)",33.787045,-117.230933
88,88,40035,CAL FIRE/San Luis Obispo County Fire Station #15- South Bay,2315 Bayview Heights DR,,Los Osos,CA,93402-3915,2315 Bayview Heights DR,,,Los Osos,CA,93402-3915,805-528-1053,805-528-3164,San Luis Obispo,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://calfireslo.org/,1,8,0,25,1,15,Yes,"2315 Bayview Heights DR, Los Osos, CA","(35.309391, -120.833896)",35.309391,-120.833896
89,89,05066,Calaveras Consolidated Fire Protection District,6501 Jenny Lind RD,,Valley Springs,CA,95252,6501 Jenny Lind RD,,,Valley Springs,CA,95252-9075,209-786-1199,,Calaveras,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",www.calcofire.org,2,6,15,17,1,10,Yes,"6501 Jenny Lind RD, Valley Springs, CA","(38.120483, -120.877521)",38.120483,-120.877521
90,90,05065,Calaveras County Fire & Emergency Services,891 Mountain Ranch RD,,San Andreas,CA,95249,891 Mountain Ranch RD,,,San Andreas,CA,95249,209-754-6639,209-754-6641,Calaveras,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://co.calaveras.ca.us.gov,1,3,0,0,1,0,,"891 Mountain Ranch RD, San Andreas, CA","(38.24459, -120.6636)",38.24459,-120.6636
91,91,13010,Calexico Fire Department,2237 A Tirado AVE,,Calexico,CA,92231-3953,2237 A Tirado AVE,,,Calexico,CA,92231-3953,760-791-7755,,Imperial,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",,2,24,0,0,1,0,Yes,"2237 A Tirado AVE, Calexico, CA","(32.692454, -115.476127)",32.692454,-115.476127
92,92,15065,California City Fire Department,20890 Hacienda BLVD,,California City,CA,93505-2800,20890 Hacienda BLVD,,,California City,CA,93505-2800,760-373-4841,760-373-1305,Kern,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.calcityfire.com/,2,13,0,0,3,7,Yes,"20890 Hacienda BLVD, California City, CA","(35.124107, -117.959277)",35.124107,-117.959277
93,93,18410,California Correctional Center Fire Department,711-045 Center RD,,Susanville,CA,96130,,,PO Box 790,Susanville,CA,96127-0790,530-257-2181,530-252-3044,Lassen,Career,State government (includes state forest fire agencies and state institution fire departments),,1,22,0,0,0,0,,"711-045 Center RD, Susanville, CA","(40.401414, -120.510784)",40.401414,-120.510784
94,94,15410,California Correctional Institute,Hwy 202,PO Box 1031,Tehachapi,CA,93561,Hwy 202,PO Box 1031,,Tehachapi,CA,93561,661-822-4402,661-823-5021,Kern,Mostly volunteer,State government (includes state forest fire agencies and state institution fire departments),,1,6,8,0,0,0,,"Hwy 202, Tehachapi, CA","(35.12166, -118.50184)",35.12166,-118.50184
95,95,47557,California Department of Forestry,118 Fortuna BLVD,,Fortuna,CA,95540,118 Fortuna BLVD,,,Fortuna,CA,95540,707-725-4413,707-726-1240,Humboldt,Career,State government (includes state forest fire agencies and state institution fire departments),https://www.fire.ca.gov,16,200,0,0,25,25,,"118 Fortuna BLVD, Fortuna, CA","(40.592507, -124.147636)",40.592507,-124.147636
96,96,37555,California Department of Forestry and Fire Protection,2249 Jamacha  RD,,El Cajon,CA,92019-4301,2249 Jamacha  RD,,,El Cajon,CA,92019-4301,619-590-3100,619-590-3106,San Diego,Career,State government (includes state forest fire agencies and state institution fire departments),,25,300,0,0,12,0,,"2249 Jamacha  RD, El Cajon, CA","(32.748381, -116.926541)",32.748381,-116.926541
97,97,23555,California Department of Forestry and Fire Protection,17501 N Highway 101 HWY,,Willits,CA,95490,17501 N Highway 101 HWY,,,Willits,CA,95490,707-459-7414,707-459-3041,Mendocino,Career,State government (includes state forest fire agencies and state institution fire departments),,10,100,0,0,15,0,,"17501 N Highway 101 HWY, Willits, CA","(39.345915, -123.319048)",39.345915,-123.319048
98,98,27555,California Forestry,2221 Garden RD,,Monterey,CA,93940,2221 Garden RD,,,Monterey,CA,93940,831-333-2600,831-333-2660,Monterey,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,15,132,80,80,10,0,,"2221 Garden RD, Monterey, CA","(36.587325, -121.859325)",36.587325,-121.859325
99,99,36415,California Institution For Women Fire Department,16756 Chino-Corona RD,,Corona,CA,92880,16756 Chino-Corona RD,,,Eastvale,CA,92880-9508,909-597-1771,909-606-4943,Riverside,Mostly volunteer,State government (includes state forest fire agencies and state institution fire departments),,1,5,0,6,0,0,,"16756 Chino-Corona RD, Corona, CA","(33.949032, -117.636153)",33.949032,-117.636153
100,100,48410,California Medical Facility / CSP Solano Fire Department,1600 California DR,MS Fire Department,Vacaville,CA,95696,,,PO Box 2000,Vacaville,CA,95696-2000,707-453-7080,707-469-6004,Solano,Mostly volunteer,State government (includes state forest fire agencies and state institution fire departments),https://www.cdcr.ca.gov/,1,6,0,8,3,0,No,"1600 California DR, Vacaville, CA","(38.328452, -121.977732)",38.328452,-121.977732
101,101,25018,California Pines Volunteer Fire Department,376 County Road 71,,Alturas,CA,96101,376 County Road 71,,,Alturas,CA,96101-7812,530-233-1151,530-233-2766,Modoc,Career,State government (includes state forest fire agencies and state institution fire departments),,2,11,0,0,2,0,Yes,"376 County Road 71, Alturas, CA","(41.273471, -120.739167)",41.273471,-120.739167
102,102,33410,California Rehabilitation Center,5th ST & Western,PO Box 1841,Norco,CA,92860,,,PO Box 1841,Norco,CA,92860-0991,951-273-2915,951-273-2304,Riverside,Mostly volunteer,State government (includes state forest fire agencies and state institution fire departments),,1,5,0,9,1,0,No,"5th ST & Western, Norco, CA","(33.931145, -117.549851)",33.931145,-117.549851
103,103,19495,California State Prison-Los Angeles County -Fire Department,44750 60TH ST W,,Lancaster,CA,93536-7619,44750 60TH ST W,,,Lancaster,CA,93536-7619,661-729-2000,661-729-6903,Los Angeles,Career,State government (includes state forest fire agencies and state institution fire departments),,1,2,0,0,1,0,No,"44750 60TH ST W, Lancaster, CA","(34.69618, -118.23652)",34.69618,-118.23652
104,104,33016,Calimesa Fire Service,906 Park AVE,,Calimesa,CA,92320-1148,,,PO Box 998,Banning,CA,92220-0007,909-795-1010,,Riverside,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,2,0,20,0,0,,"906 Park AVE, Calimesa, CA","(34.003045, -117.058915)",34.003045,-117.058915
105,105,13015,Calipatria Fire Department,125 N Park AVE,,Calipatria,CA,92233-9727,125 N Park AVE,,,Calipatria,CA,92233-9727,760-348-4144,760-348-4147,Imperial,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,2,0,14,0,0,Yes,"125 N Park AVE, Calipatria, CA","(33.126648, -115.516074)",33.126648,-115.516074
106,106,28005,Calistoga Fire Department,1113 Washington ST,,Calistoga,CA,94515,1232 Washington ST,,,Calistoga,CA,94515-1440,707-942-2822,707-942-4863,Napa,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.ci.calistoga.ca.us/Index.aspx?page=83,1,4,1,12,0,0,Yes,"1113 Washington ST, Calistoga, CA","(38.578153, -122.578289)",38.578153,-122.578289
107,107,,Calpine Volunteer Fire Department,129 Canty RD,PO Box 141,Calpine,CA,96124,129 Canty RD,,PO Box 141,Calpine,CA,96124,530-994-3941,,Sierra,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,10,0,0,0,,"129 Canty RD, Calpine, CA","(34.616025, -82.398393)",34.616025,-82.398393
108,108,40020,Cambria Fire Department,2850 Burton DR,,Cambria,CA,93428,,,PO Box 65,Cambria,CA,93428-0065,805-927-6240,805-927-6242,San Luis Obispo,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cambriacsd.org/cm/Home.html,1,7,0,18,0,0,Yes,"2850 Burton DR, Cambria, CA","(35.55733, -121.081157)",35.55733,-121.081157
109,109,09050,Cameron Park Fire Department,3200 Country Club DR,,Cameron Park,CA,95682,3200 Country Club DR,,,Cameron Park,CA,95682-8631,530-677-6190,530-672-2248,El Dorado,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cameronpark.org/,2,21,20,0,3,1,Yes,"3200 Country Club DR, Cameron Park, CA","(38.660064, -120.977084)",38.660064,-120.977084
110,110,49030,"Camp Meeker Volunteeer Fire Company, Fire Division",5240 Bohemian HWY,PO Box 511,Camp Meeker,CA,95419-0511,5240 Bohemian HWY,,PO Box 511,Camp Meeker,CA,95419-0511,707-874-3660,707-874-3660,Sonoma,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.campmeeker.org,1,0,18,0,0,0,,"5240 Bohemian HWY, Camp Meeker, CA","(38.42478, -122.95702)",38.42478,-122.95702
111,111,A2001,Camp Parks Fire and Emergency Services,520 Mitchell DR,,Dublin,CA,94568,520 Mitchell DR,,,Dublin,CA,94568,925-897-4902,925-875-4904,Alameda,Career,Federal government (Department of Defense fire department),,1,19,0,0,0,0,Yes,"520 Mitchell DR, Dublin, CA","(37.718136, -121.902215)",37.718136,-121.902215
112,112,37820,Camp Pendleton Fire Department,PO Box 555211,,Camp Pendleton,CA,92055-5211,,,PO Box 555211,Camp Pendleton,CA,92055-5211,760-763-2721,,San Diego,Career,Federal government (Department of Defense fire department),,11,146,0,0,28,0,,"PO Box 555211, Camp Pendleton, CA","(33.314371, -117.315154)",33.314371,-117.315154
113,113,40790,Camp Roberts Fire Department,4050 SW Arizona BLVD,,San Miguel,CA,93451,4050 SW Arizona BLVD,,,San Miguel,CA,93451,805-238-8406,,San Luis Obispo,Career,State government (includes state forest fire agencies and state institution fire departments),,1,15,0,0,0,0,Yes,"4050 SW Arizona BLVD, San Miguel, CA","(35.75149, -120.696299)",35.75149,-120.696299
114,114,37024,Campo Reservation Fire Protection District,36210 Church RD,,Campo,CA,91906-2713,36210 Church RD,,,Campo,CA,91906-2713,619-478-9046,619-478-2867,San Diego,Career,Tribal government (includes Native American and Alaska Native tribal fire departments),https://www.crfpd.info/,1,11,0,0,1,0,Yes,"36210 Church RD, Campo, CA","(32.651055, -116.365511)",32.651055,-116.365511
115,115,58002,Camptonville Fire Department,PO Box 37,,Camptonville,CA,95922-0037,,,PO Box 37,Camptonville,CA,95922-0037,530-288-0207,,Yuba,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,2,0,20,0,0,2,No,"PO Box 37, Camptonville, CA","(36.08182, -80.77751)",36.08182,-80.77751
116,116,25020,Canby Volunteer Fire Department,Main ST,PO Box 313,Canby,CA,96015-0313,,,PO Box 313,Canby,CA,96015-0313,530-233-9233,,Modoc,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,18,0,0,1,,"Main ST, Canby, CA","(53.9463113, -8.0939187)",53.9463113,-8.0939187
117,117,33017,Canyon Lake Fire Service,28730 Vacation DR,,Canyon Lake,CA,92587,28730 Vacation DR,,,Canyon Lake,CA,92587,951-244-5804,951-244-0953,Riverside,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,6,10,13,0,8,,"28730 Vacation DR, Canyon Lake, CA","(33.69881, -117.266548)",33.69881,-117.266548
118,118,52015,Capay Fire Protection District,50 4TH AVE,,Orland,CA,95963-9512,50 4TH AVE,,,Orland,CA,95963-9512,530-865-1363,,Glenn,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,22,0,0,0,No,"50 4TH AVE, Orland, CA","(39.8002, -122.08534)",39.8002,-122.08534
119,119,57010,Capay Valley Fire Protection District,7447 State HWY 16,,Guinda,CA,95637,,,PO Box 6,Brooks,CA,95606-0006,530-796-3300,,Yolo,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,3,0,0,19,1,0,,"7447 State HWY 16, Guinda, CA","(38.83026, -122.19346)",38.83026,-122.19346
120,120,12035,Carlotta Volunteer Fire Department,7950 State Highway 36,,Carlotta,CA,95528,,,PO Box 33,Carlotta,CA,95528-0033,707-768-1714,,Humboldt,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,2,0,15,0,0,0,Yes,"7950 State Highway 36, Carlotta, CA","(40.51686, -124.02505)",40.51686,-124.02505
121,121,37025,Carlsbad Fire Department,2560 Orion WAY,,Carlsbad,CA,92010-7240,2560 Orion WAY,,,Carlsbad,CA,92010-7240,760-931-2141,760-929-0256,San Diego,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://cityadmin.carlsbadca.gov/services/depts/fire/contact.asp,6,81,0,0,19,0,Yes,"2560 Orion WAY, Carlsbad, CA","(33.138025, -117.265306)",33.138025,-117.265306
